iteration,loss,acc,binary_crossentropy,val_loss,val_acc,val_binary_crossentropy
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer gru 128 None None True False ,0.7038,0.5013,0.7347,0.7049,0.4928,0.7049
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer gru 128 None None False True ,0.7815,0.5019,1.0971,0.6992,0.5041,0.6992
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer gru 128 None None False False ,7.5877,0.5077,7.5941,7.5299,0.5118,7.5298
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 64 None None True True ,0.7115,0.5015,0.7719,0.7002,0.4912,0.7002
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 64 None None True False ,0.7071,0.5018,0.7684,0.6938,0.5054,0.6938
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 64 None None False True ,0.7017,0.5007,0.7206,0.6969,0.4928,0.6969
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 64 None None False False ,0.7049,0.5016,0.7601,0.6937,0.5072,0.6937
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 128 None None True True ,0.7072,0.5005,0.7541,0.6981,0.4918,0.6981
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 128 None None True False ,0.7042,0.5014,0.735,0.6951,0.5109,0.6951
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 128 None None False True ,0.7047,0.5002,0.7423,0.695,0.4997,0.695
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 128 None None False False ,0.7347,0.5032,0.8901,0.6967,0.5077,0.6967
